ID,Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy Price,Sell Price,Miles Price,Color 1,Color 2,Size,Interact,Tag,Outdoor,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Speaker Type,Lighting Type
1406,kettle bathtub,NA,NA,NA,NA,Yes,No,No,,,6270,,Black,Gray,1.5x1.5,Yes,Bathtub,Yes,Crafting,,zen-style,bathroom,None,None,Does not play music,No lighting
1407,kimono stand,NA,NA,Checkered,Kimono,No,No,Yes,2,3200,800,,Beige,Red,2x1,No,Japanese Style,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1408,kimono stand,NA,NA,Goldfish,Kimono,No,No,Yes,2,3200,800,,Beige,Light blue,2x1,No,Japanese Style,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1409,kimono stand,NA,NA,Camellia,Kimono,No,No,Yes,2,3200,800,,Beige,Colorful,2x1,No,Japanese Style,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1410,kimono stand,NA,NA,Chain print,Kimono,No,No,Yes,2,3200,800,,Beige,Blue,2x1,No,Japanese Style,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1411,kitchen island,White,NA,NA,NA,No,No,No,,170000,42500,,White,White,2x2,No,Kitchen,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,expensive,None,None,Does not play music,No lighting
1412,kitchen island,Blue,NA,NA,NA,No,No,No,,170000,42500,,Blue,White,2x2,No,Kitchen,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,expensive,None,None,Does not play music,No lighting
1413,kitchen island,Red,NA,NA,NA,No,No,No,,170000,42500,,Red,Black,2x2,No,Kitchen,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,expensive,None,None,Does not play music,No lighting
1414,kitchen island,Light brown,NA,NA,NA,No,No,No,,170000,42500,,Beige,White,2x2,No,Kitchen,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,expensive,None,None,Does not play music,No lighting
1415,kitchen island,Dark brown,NA,NA,NA,No,No,No,,170000,42500,,Brown,White,2x2,No,Kitchen,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,expensive,None,None,Does not play music,No lighting
1416,kitchen island,Black,NA,NA,NA,No,No,No,,170000,42500,,Black,Black,2x2,No,Kitchen,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,expensive,None,None,Does not play music,No lighting
1417,kitchen island,Silver,NA,NA,NA,No,No,No,,170000,42500,,Gray,Gray,2x2,No,Kitchen,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,expensive,None,None,Does not play music,No lighting
1418,kitty litter box,White,NA,NA,NA,No,No,No,,1100,275,,White,Orange,1x1,No,Bathroom Things,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,pet,Does not play music,No lighting
1419,kitty litter box,Orange,NA,NA,NA,No,No,No,,1100,275,,Yellow,Brown,1x1,No,Bathroom Things,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,pet,Does not play music,No lighting
1420,kitty litter box,Green,NA,NA,NA,No,No,No,,1100,275,,Green,Red,1x1,No,Bathroom Things,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,pet,Does not play music,No lighting
1421,kitty litter box,Light blue,NA,NA,NA,No,No,No,,1100,275,,Light blue,Black,1x1,No,Bathroom Things,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,pet,Does not play music,No lighting
1422,kitty litter box,Pink,NA,NA,NA,No,No,No,,1100,275,,Pink,Yellow,1x1,No,Bathroom Things,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,pet,Does not play music,No lighting
1423,kitty litter box,Brown,NA,NA,NA,No,No,No,,1100,275,,Brown,Gray,1x1,No,Bathroom Things,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,pet,Does not play music,No lighting
1424,kitty litter box,Black,NA,NA,NA,No,No,No,,1100,275,,Black,Light blue,1x1,No,Bathroom Things,No,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,pet,Does not play music,No lighting
1425,kotatsu,NA,NA,Tic-tac-toe pattern,Blanket,No,No,Yes,2,3700,925,,Brown,Blue,2x2,No,Table,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1426,kotatsu,NA,NA,Flowers,Blanket,No,No,Yes,2,3700,925,,Brown,Pink,2x2,No,Table,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1427,kotatsu,NA,NA,Checkered,Blanket,No,No,Yes,2,3700,925,,Brown,Yellow,2x2,No,Table,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1428,kotatsu,NA,NA,Stripes,Blanket,No,No,Yes,2,3700,925,,Brown,Colorful,2x2,No,Table,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,None,None,Does not play music,No lighting
1429,large cardboard boxes,NA,NA,NA,NA,Yes,No,No,,,300,,None,None,2x2,No,Supplies,No,Crafting,,garage,None,cardboard,None,Does not play music,No lighting
1430,lawn chair,Blue,NA,NA,NA,No,No,No,,760,190,,Light blue,White,1x1,Yes,Chair,Yes,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Does not play music,No lighting
1431,lawn chair,Red & white & blue,NA,NA,NA,No,No,No,,760,190,,Colorful,White,1x1,Yes,Chair,Yes,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Does not play music,No lighting
1432,lawn chair,Pink,NA,NA,NA,No,No,No,,760,190,,Pink,White,1x1,Yes,Chair,Yes,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Does not play music,No lighting
1433,lawn chair,Yellow,NA,NA,NA,No,No,No,,760,190,,Colorful,White,1x1,Yes,Chair,Yes,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Does not play music,No lighting
1434,lawn chair,Green,NA,NA,NA,No,No,No,,760,190,,Green,Green,1x1,Yes,Chair,Yes,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Does not play music,No lighting
1435,lawn chair,Black,NA,NA,NA,No,No,No,,760,190,,Black,Orange,1x1,Yes,Chair,Yes,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Does not play music,No lighting
1436,lawn mower,Red,NA,NA,NA,No,No,No,,2900,725,,Red,White,1x1,No,Garden,Yes,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,None,None,None,Does not play music,No lighting
1437,lawn mower,Orange,NA,NA,NA,No,No,No,,2900,725,,Orange,Black,1x1,No,Garden,Yes,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,None,None,None,Does not play music,No lighting
1438,lawn mower,Blue,NA,NA,NA,No,No,No,,2900,725,,Blue,White,1x1,No,Garden,Yes,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,None,None,None,Does not play music,No lighting
1439,lawn mower,Yellow,NA,NA,NA,No,No,No,,2900,725,,Yellow,Gray,1x1,No,Garden,Yes,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,None,None,None,Does not play music,No lighting
1440,lawn mower,Green,NA,NA,NA,No,No,No,,2900,725,,Green,Gray,1x1,No,Garden,Yes,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,None,None,None,Does not play music,No lighting
1441,leaf campfire,None,Food,NA,NA,Yes,Yes,No,2,,1330,,Brown,Orange,1x1,Yes,Plants,Yes,Crafting,,garden,None,tree's bounty or leaves,None,Does not play music,No lighting
1442,leaf campfire,Roasting marshmallows,Food,NA,NA,Yes,Yes,No,2,,1330,,Brown,Orange,1x1,Yes,Plants,Yes,Crafting,,garden,None,tree's bounty or leaves,None,Does not play music,No lighting
1443,leaf stool,Brown,Color,NA,NA,Yes,Yes,No,3,,1560,,Brown,Beige,1x1,Yes,Chair,No,Crafting,,child's room,fancy,tree's bounty or leaves,None,Does not play music,No lighting
1444,leaf stool,Red,Color,NA,NA,Yes,Yes,No,3,,1560,,Red,Beige,1x1,Yes,Chair,No,Crafting,,child's room,fancy,tree's bounty or leaves,None,Does not play music,No lighting
1445,leaf stool,Yellow,Color,NA,NA,Yes,Yes,No,3,,1560,,Yellow,Brown,1x1,Yes,Chair,No,Crafting,,child's room,fancy,tree's bounty or leaves,None,Does not play music,No lighting
1446,leaf stool,Green,Color,NA,NA,Yes,Yes,No,3,,1560,,Green,Beige,1x1,Yes,Chair,No,Crafting,,child's room,fancy,tree's bounty or leaves,None,Does not play music,No lighting
1447,lecture-hall bench,Light brown,NA,NA,NA,No,No,No,,3300,825,,Orange,Beige,2x1,Yes,Sofa,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,lecture hall,Does not play music,No lighting
1448,lecture-hall bench,Dark brown,NA,NA,NA,No,No,No,,3300,825,,Brown,Gray,2x1,Yes,Sofa,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,lecture hall,Does not play music,No lighting
1449,lecture-hall desk,Light brown,NA,NA,NA,No,No,No,,2500,625,,Orange,Beige,2x1,No,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,lecture hall,Does not play music,No lighting
1450,lecture-hall desk,Dark brown,NA,NA,NA,No,No,No,,2500,625,,Brown,Gray,2x1,No,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,lecture hall,Does not play music,No lighting
1451,lecture-hall desk,White,NA,NA,NA,No,No,No,,2500,625,,White,Black,2x1,No,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,lecture hall,Does not play music,No lighting
1452,lifeguard chair,Blue,NA,NA,NA,No,No,No,,,5000,1000,Blue,White,1x1,No,Seaside,Yes,Nook Miles Shop,,ocean,None,None,None,Does not play music,No lighting
1453,lifeguard chair,White,NA,NA,NA,No,No,No,,,5000,1000,White,White,1x1,No,Seaside,Yes,Nook Miles Shop,,ocean,None,None,None,Does not play music,No lighting
1454,lifeguard chair,Yellow,NA,NA,NA,No,No,No,,,5000,1000,Yellow,White,1x1,No,Seaside,Yes,Nook Miles Shop,,ocean,None,None,None,Does not play music,No lighting
1455,lifeguard chair,Green,NA,NA,NA,No,No,No,,,5000,1000,Green,Gray,1x1,No,Seaside,Yes,Nook Miles Shop,,ocean,None,None,None,Does not play music,No lighting
1456,lifeguard chair,Red,NA,NA,NA,No,No,No,,,5000,1000,Red,Red,1x1,No,Seaside,Yes,Nook Miles Shop,,ocean,None,None,None,Does not play music,No lighting
1457,lighthouse,Red,NA,NA,NA,No,No,No,,,25000,5000,Red,White,2x2,Yes,Seaside,Yes,Nook Miles Shop,,ocean,garden,None,None,Does not play music,No lighting
1458,lighthouse,Black,NA,NA,NA,No,No,No,,,25000,5000,White,Black,2x2,Yes,Seaside,Yes,Nook Miles Shop,,ocean,garden,None,None,Does not play music,No lighting
1459,lighthouse,Blue,NA,NA,NA,No,No,No,,,25000,5000,White,Light blue,2x2,Yes,Seaside,Yes,Nook Miles Shop,,ocean,garden,None,None,Does not play music,No lighting
1460,lighthouse,White,NA,NA,NA,No,No,No,,,25000,5000,White,White,2x2,Yes,Seaside,Yes,Nook Miles Shop,,ocean,garden,None,None,Does not play music,No lighting
1461,lighthouse,Yellow,NA,NA,NA,No,No,No,,,25000,5000,Yellow,Yellow,2x2,Yes,Seaside,Yes,Nook Miles Shop,,ocean,garden,None,None,Does not play music,No lighting
1462,lighthouse,Gray,NA,NA,NA,No,No,No,,,25000,5000,Brown,Brown,2x2,Yes,Seaside,Yes,Nook Miles Shop,,ocean,garden,None,None,Does not play music,No lighting
1463,lily record player,White,Flower color,NA,NA,Yes,Yes,No,5,,3010,,White,Green,1x1,Yes,Audio,No,Crafting,,fancy,None,flowers,None,Phono,No lighting
1464,lily record player,Pink,Flower color,NA,NA,Yes,Yes,No,5,,3010,,Pink,White,1x1,Yes,Audio,No,Crafting,,fancy,None,flowers,None,Phono,No lighting
1465,lily record player,Yellow,Flower color,NA,NA,Yes,Yes,No,5,,3010,,Yellow,Brown,1x1,Yes,Audio,No,Crafting,,fancy,None,flowers,None,Phono,No lighting
1466,loft bed with desk,Natural,NA,White,Bedding,No,No,Yes,3,7700,1925,,Beige,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1467,loft bed with desk,Natural,NA,Black,Bedding,No,No,Yes,3,7700,1925,,Beige,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1468,loft bed with desk,Natural,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,,Beige,Light blue,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1469,loft bed with desk,Natural,NA,Orange,Bedding,No,No,Yes,3,7700,1925,,Beige,Orange,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1470,loft bed with desk,Natural,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,,Beige,Yellow,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1471,loft bed with desk,Natural,NA,Pink,Bedding,No,No,Yes,3,7700,1925,,Beige,Pink,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1472,loft bed with desk,Natural,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,,Beige,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1473,loft bed with desk,Natural,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,,Beige,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1474,loft bed with desk,Brown,NA,White,Bedding,No,No,Yes,3,7700,1925,,Red,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1475,loft bed with desk,Brown,NA,Black,Bedding,No,No,Yes,3,7700,1925,,Red,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1476,loft bed with desk,Brown,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,,Red,Light blue,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1477,loft bed with desk,Brown,NA,Orange,Bedding,No,No,Yes,3,7700,1925,,Red,Orange,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1478,loft bed with desk,Brown,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,,Red,Yellow,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1479,loft bed with desk,Brown,NA,Pink,Bedding,No,No,Yes,3,7700,1925,,Red,Pink,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1480,loft bed with desk,Brown,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,,Red,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1481,loft bed with desk,Brown,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,,Red,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1482,loft bed with desk,White,NA,White,Bedding,No,No,Yes,3,7700,1925,,White,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1483,loft bed with desk,White,NA,Black,Bedding,No,No,Yes,3,7700,1925,,White,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1484,loft bed with desk,White,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,,White,Light blue,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1485,loft bed with desk,White,NA,Orange,Bedding,No,No,Yes,3,7700,1925,,White,Orange,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1486,loft bed with desk,White,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,,White,Yellow,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1487,loft bed with desk,White,NA,Pink,Bedding,No,No,Yes,3,7700,1925,,White,Pink,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1488,loft bed with desk,White,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,,White,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1489,loft bed with desk,White,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,,White,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1490,loft bed with desk,Black,NA,White,Bedding,No,No,Yes,3,7700,1925,,Black,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1491,loft bed with desk,Black,NA,Black,Bedding,No,No,Yes,3,7700,1925,,Black,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1492,loft bed with desk,Black,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,,Black,Light blue,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1493,loft bed with desk,Black,NA,Orange,Bedding,No,No,Yes,3,7700,1925,,Black,Orange,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1494,loft bed with desk,Black,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,,Black,Yellow,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1495,loft bed with desk,Black,NA,Pink,Bedding,No,No,Yes,3,7700,1925,,Black,Pink,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1496,loft bed with desk,Black,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,,Black,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1497,loft bed with desk,Black,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,,Black,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1498,loft bed with desk,Blue,NA,White,Bedding,No,No,Yes,3,7700,1925,,Blue,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1499,loft bed with desk,Blue,NA,Black,Bedding,No,No,Yes,3,7700,1925,,Blue,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1500,loft bed with desk,Blue,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,,Blue,Light blue,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1501,loft bed with desk,Blue,NA,Orange,Bedding,No,No,Yes,3,7700,1925,,Blue,Orange,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1502,loft bed with desk,Blue,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,,Blue,Yellow,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1503,loft bed with desk,Blue,NA,Pink,Bedding,No,No,Yes,3,7700,1925,,Blue,Pink,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1504,loft bed with desk,Blue,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,,Blue,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1505,loft bed with desk,Blue,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,,Blue,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1506,loft bed with desk,Orange,NA,White,Bedding,No,No,Yes,3,7700,1925,,Orange,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1507,loft bed with desk,Orange,NA,Black,Bedding,No,No,Yes,3,7700,1925,,Orange,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1508,loft bed with desk,Orange,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,,Orange,Light blue,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1509,loft bed with desk,Orange,NA,Orange,Bedding,No,No,Yes,3,7700,1925,,Orange,Orange,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1510,loft bed with desk,Orange,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,,Orange,Yellow,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1511,loft bed with desk,Orange,NA,Pink,Bedding,No,No,Yes,3,7700,1925,,Orange,Pink,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1512,loft bed with desk,Orange,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,,Orange,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1513,loft bed with desk,Orange,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,,Orange,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1514,loft bed with desk,Light blue,NA,White,Bedding,No,No,Yes,3,7700,1925,,Light blue,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1515,loft bed with desk,Light blue,NA,Black,Bedding,No,No,Yes,3,7700,1925,,Light blue,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1516,loft bed with desk,Light blue,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,,Light blue,Light blue,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1517,loft bed with desk,Light blue,NA,Orange,Bedding,No,No,Yes,3,7700,1925,,Light blue,Orange,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1518,loft bed with desk,Light blue,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,,Light blue,Yellow,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1519,loft bed with desk,Light blue,NA,Pink,Bedding,No,No,Yes,3,7700,1925,,Light blue,Pink,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1520,loft bed with desk,Light blue,NA,Green stripes,Bedding,No,No,Yes,3,7700,1925,,Light blue,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1521,loft bed with desk,Light blue,NA,Red stripes,Bedding,No,No,Yes,3,7700,1925,,Light blue,Colorful,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1522,loft bed with desk,Pink,NA,White,Bedding,No,No,Yes,3,7700,1925,,Pink,White,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
1523,loft bed with desk,Pink,NA,Black,Bedding,No,No,Yes,3,7700,1925,,Pink,Black,2x1,Yes,Desk,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",child's room,None,None,None,Does not play music,No lighting
